loss,zlib,mink_0.1,mink_0.2,mink_0.3,mink_0.4,mink_0.5,mink_0.6,mink_0.7,mink_0.8,mink_0.9,mink_1.0,mink++_0.1,mink++_0.2,mink++_0.3,mink++_0.4,mink++_0.5,mink++_0.6,mink++_0.7,mink++_0.8,mink++_0.9,mink++_1.0
-2.232118844985962,-0.012469937681485821,-9.330223083496094,-7.784551620483398,-6.158665657043457,-5.078188896179199,-4.276800632476807,-3.665015459060669,-3.1826674938201904,-2.7948107719421387,-2.483142614364624,-2.232119083404541,-2.0947494506835938,-1.3049007654190063,-0.8660606145858765,-0.6164186596870422,-0.44332489371299744,-0.3095833361148834,-0.20257271826267242,-0.10816525667905807,-0.009115482680499554,0.11422456800937653
-2.346503973007202,-0.01268380525949839,-9.03557014465332,-7.775435447692871,-6.351485729217529,-5.408320903778076,-4.536621570587158,-3.865482807159424,-3.387326717376709,-2.9576077461242676,-2.618044137954712,-2.3465042114257812,-1.7806330919265747,-1.2274237871170044,-0.8353222012519836,-0.6184488534927368,-0.44706350564956665,-0.3194025158882141,-0.2310258001089096,-0.14278768002986908,-0.05304377153515816,0.07103456556797028
-2.1909351348876953,-0.011065328964079269,-8.473586082458496,-7.111563682556152,-5.851593017578125,-4.901483535766602,-4.165045738220215,-3.570582628250122,-3.108745574951172,-2.735321521759033,-2.433950185775757,-2.1909353733062744,-1.880199670791626,-1.0822405815124512,-0.7075727581977844,-0.4988502264022827,-0.35140711069107056,-0.23754270374774933,-0.1443026065826416,-0.05772669240832329,0.03220884129405022,0.15103185176849365
-2.687262535095215,-0.01509698053424278,-9.820571899414062,-8.571817398071289,-7.2960638999938965,-6.196012020111084,-5.151665687561035,-4.42183256149292,-3.8487977981567383,-3.390871286392212,-3.0226640701293945,-2.687262535095215,-2.1244771480560303,-1.558614730834961,-1.126114845275879,-0.8333674669265747,-0.6202965974807739,-0.48103639483451843,-0.36664527654647827,-0.266410231590271,-0.17187097668647766,-0.027634475380182266
-2.461688995361328,-0.01124058901991474,-9.206007957458496,-8.038616180419922,-6.561587333679199,-5.522898197174072,-4.679259300231934,-4.010345935821533,-3.545257091522217,-3.072964668273926,-2.734713315963745,-2.461688995361328,-2.1901817321777344,-1.4887069463729858,-1.0378901958465576,-0.7613433003425598,-0.5755618810653687,-0.4328416883945465,-0.3286394476890564,-0.20954614877700806,-0.10736183822154999,0.01872054673731327
-2.3763601779937744,-0.011764159296998884,-9.071237564086914,-7.945684432983398,-6.520864486694336,-5.391335487365723,-4.583312511444092,-3.9412779808044434,-3.3790578842163086,-2.983731269836426,-2.66477108001709,-2.3763604164123535,-1.776638388633728,-1.2002513408660889,-0.826227605342865,-0.5801886320114136,-0.431538850069046,-0.31345444917678833,-0.20565687119960785,-0.12007447332143784,-0.03414120152592659,0.08834461867809296
-2.2838315963745117,-0.011534503011992483,-9.162471771240234,-7.858970642089844,-6.391825199127197,-5.337309837341309,-4.393098831176758,-3.7595877647399902,-3.266738176345825,-2.878114938735962,-2.56496524810791,-2.2838313579559326,-1.8703982830047607,-1.328284740447998,-0.9002030491828918,-0.6529679894447327,-0.4690991938114166,-0.3389627933502197,-0.2348681390285492,-0.14174781739711761,-0.049355462193489075,0.08447950333356857
-2.175102710723877,-0.01279472182778751,-8.742810249328613,-7.682854652404785,-6.067790508270264,-5.047647476196289,-4.1917643547058105,-3.6003611087799072,-3.1387314796447754,-2.7245969772338867,-2.438229560852051,-2.175102472305298,-1.6745725870132446,-1.1173452138900757,-0.7221294045448303,-0.52458655834198,-0.3672647178173065,-0.2607371509075165,-0.17177638411521912,-0.08207577466964722,-0.004066173918545246,0.11718405783176422
-2.261228561401367,-0.010767755054292224,-8.713436126708984,-7.334846019744873,-6.146109580993652,-5.128185272216797,-4.291100025177002,-3.725032091140747,-3.218327760696411,-2.8557910919189453,-2.5251123905181885,-2.2612290382385254,-1.6237657070159912,-0.9755553007125854,-0.6653690934181213,-0.4630741477012634,-0.32161447405815125,-0.2214408963918686,-0.12822435796260834,-0.05568800866603851,0.02852707728743553,0.1382473111152649
-2.48563814163208,-0.011836372103009906,-9.69433879852295,-8.191278457641602,-6.70510721206665,-5.7065324783325195,-4.754097938537598,-4.097211837768555,-3.5745668411254883,-3.112510919570923,-2.7835588455200195,-2.48563814163208,-1.9821510314941406,-1.3871300220489502,-0.9743614196777344,-0.7253260612487793,-0.535171389579773,-0.39937496185302734,-0.29102230072021484,-0.18374088406562805,-0.08530037850141525,0.04913747310638428
-2.216217279434204,-0.012664098739624024,-8.7296724319458,-7.388312339782715,-6.051939487457275,-4.987776756286621,-4.255125522613525,-3.619340419769287,-3.176438570022583,-2.7668464183807373,-2.4803531169891357,-2.216217279434204,-1.7842940092086792,-1.1411731243133545,-0.775408923625946,-0.5395108461380005,-0.3969918489456177,-0.2713347375392914,-0.184480682015419,-0.09151483327150345,-0.009925425983965397,0.11201482266187668
-2.187265634536743,-0.01249866076878139,-9.233586311340332,-7.846761226654053,-6.2963337898254395,-5.057704925537109,-4.2613935470581055,-3.6510400772094727,-3.116098165512085,-2.7494537830352783,-2.455986976623535,-2.1872658729553223,-1.8265390396118164,-1.294592261314392,-0.8667639493942261,-0.6040387749671936,-0.44947195053100586,-0.3287622034549713,-0.2189602255821228,-0.13197951018810272,-0.04702159762382507,0.08974677324295044
-2.220045566558838,-0.012685974666050502,-8.794900894165039,-7.394790172576904,-6.046377658843994,-4.98369836807251,-4.264665126800537,-3.626847267150879,-3.1828856468200684,-2.7716562747955322,-2.484642267227173,-2.220046043395996,-1.7730562686920166,-1.1063858270645142,-0.7547183632850647,-0.5267898440361023,-0.38786450028419495,-0.26479795575141907,-0.17854946851730347,-0.08775102347135544,-0.008991611190140247,0.11284901946783066
-2.3077821731567383,-0.012407431038477088,-8.999643325805664,-7.689752578735352,-6.394179821014404,-5.277414321899414,-4.475513935089111,-3.779963493347168,-3.30645489692688,-2.881302833557129,-2.5828399658203125,-2.3077824115753174,-1.8447535037994385,-1.1849757432937622,-0.8053433895111084,-0.563630998134613,-0.41611248254776,-0.28200674057006836,-0.1898321509361267,-0.09456118941307068,-0.0066227964125573635,0.12198425084352493
